number,DATA_EMISSAO,PEDC_DT_CHEGADA,P_PED_CLIENTE,ENTREGA_SIGE,V_TOTAL,V_FRETE,IPMP_VL_MEIO,DECODE(PVC.PEDC_SITUACAO.'C'.',IPI_SKU_ITEM,IPI_V_UNITARIO,IPI_DESC_ITEM
2546,22/08/2016,22/08/2016 23:42:00,63628395,6362839501,90.37,14,90.37,Liquidado,488717,29.95,"2,990,000"
2547,22/08/2016,22/08/2016 23:42:00,63628395,6362839501,90.37,14,90.37,Liquidado,578485,54.9,"5,490,000"
2548,22/08/2016,22/08/2016 23:42:00,63628396,6362839601,412,13,412,Liquidado,592090,399,0
2549,22/08/2016,22/08/2016 23:43:00,63628398,6362839801,90.61,9,90.61,Aberto,549776,85.9,"4,290,000"
2550,22/08/2016,22/08/2016 23:43:00,63628399,6362839901,85.5,11,85.5,Liquidado,438618,74.5,0
2551,22/08/2016,22/08/2016 23:43:00,63628399,6362839902,180,22,180,Liquidado,438616,79,0
2552,22/08/2016,22/08/2016 23:43:35,49891942,4989194201,57.34,8.52,57.34,Aberto,542215,48.82,0
2553,22/08/2016,22/08/2016 23:44:00,63628401,6362840101,683,25,683,Liquidado,348565,658,0
2554,22/08/2016,22/08/2016 23:44:00,63628402,6362840201,60.49,5.99,60.49,Liquidado,443813,54.5,0
2555,22/08/2016,22/08/2016 23:44:00,63628404,6362840401,758.99,69.99,758.99,Liquidado,398289,689,0
2556,22/08/2016,22/08/2016 23:44:00,63628405,6362840501,135.8,10,135.8,Liquidado,587183,61.9,0
2557,22/08/2016,22/08/2016 23:44:00,63628405,6362840501,135.8,10,135.8,Liquidado,587199,63.9,0
2558,22/08/2016,22/08/2016 23:44:00,63628407,6362840701,1099.64,20,1099.64,Liquidado,372439,299.9,"29,990,000"
2559,22/08/2016,22/08/2016 23:44:00,63628408,6362840801,953.9,25,953.9,Liquidado,395375,928.9,0
2560,22/08/2016,22/08/2016 23:45:00,63628409,6362840901,1091.4,15,1091.4,Aberto,583296,299,"29,900,000"
2561,22/08/2016,22/08/2016 23:45:00,63628410,6362841001,478.66,37,478.66,Liquidado,405480,11.9,0.95
2562,22/08/2016,22/08/2016 23:45:00,63628410,6362841001,478.66,37,478.66,Liquidado,458915,17.9,"1,430,000"
2563,22/08/2016,22/08/2016 23:45:00,63628410,6362841001,478.66,37,478.66,Liquidado,500188,1.5,0.12
2564,22/08/2016,22/08/2016 23:45:00,63628410,6362841001,478.66,37,478.66,Liquidado,500189,1.5,0.12
2565,22/08/2016,22/08/2016 23:45:00,63628412,6362841201,1311.9,12.9,1311.9,Liquidado,592113,1299,0
2566,22/08/2016,22/08/2016 23:45:00,63628414,6362841401,76.2,18,76.2,Aberto,386768,6.32,0.5
2567,22/08/2016,22/08/2016 23:45:00,63628415,6362841501,128.9,9.9,128.9,Liquidado,591052,119,0
2568,22/08/2016,22/08/2016 23:45:00,63628417,6362841701,119.9,0,119.9,Liquidado,541791,119.9,0
2569,22/08/2016,22/08/2016 23:46:00,63628420,6362842001,608.9,9.9,608.9,Liquidado,589544,59.9,0
2570,22/08/2016,22/08/2016 23:46:00,63628421,6362842101,257.9,19.9,257.9,Liquidado,591052,119,0
2571,22/08/2016,22/08/2016 23:46:00,63628422,6362842201,1524.9,25.9,1524.9,Aberto,586858,1499,0
2572,22/08/2016,22/08/2016 23:49:00,63628425,6362842501,987.9,59,987.9,Liquidado,395375,928.9,0
2573,22/08/2016,22/08/2016 23:49:00,63628427,6362842701,738.95,6,368.95,Liquidado,342166,747.9,"14,950,000"
2574,22/08/2016,22/08/2016 23:49:00,63628427,6362842701,738.95,6,370,Liquidado,342166,747.9,"14,950,000"
2575,22/08/2016,22/08/2016 23:49:00,63628430,6362843001,380.95,26.99,380.95,Liquidado,389011,364.9,"10,940,000"
2576,22/08/2016,22/08/2016 23:50:00,63628433,6362843301,6.2,4,6.2,Aberto,492717,2.2,0
2577,22/08/2016,22/08/2016 23:50:00,63628434,6362843401,578.34,0,578.34,Liquidado,13,578.34,0
2578,22/08/2016,22/08/2016 23:50:00,63628435,6362843501,351.5,13.9,351.5,Liquidado,492711,11.8,0
2579,22/08/2016,22/08/2016 23:50:00,63628435,6362843501,351.5,13.9,351.5,Liquidado,492725,7.9,0
2580,22/08/2016,22/08/2016 23:50:00,63628435,6362843501,351.5,13.9,351.5,Liquidado,501097,37.9,0
2581,22/08/2016,22/08/2016 23:50:00,63628435,6362843501,351.5,13.9,351.5,Liquidado,519104,82.9,0
2582,22/08/2016,22/08/2016 23:50:00,63628435,6362843501,351.5,13.9,351.5,Liquidado,544201,29.9,0
2583,22/08/2016,22/08/2016 23:50:00,63628437,6362843701,101.9,12,101.9,Liquidado,596350,89.9,0
2584,22/08/2016,22/08/2016 23:51:00,63628439,6362843901,2414,15,2414,Liquidado,532886,2399,0
2585,22/08/2016,22/08/2016 23:51:00,63628440,6362844001,40.9,5,40.9,Liquidado,32745,35.9,0
2586,22/08/2016,22/08/2016 23:51:00,63628441,6362844101,411,12,411,Liquidado,438960,399,0
2587,22/08/2016,22/08/2016 23:51:00,63628442,6362844201,555.9,8.9,118,Liquidado,588815,547,0
2588,22/08/2016,22/08/2016 23:51:00,63628442,6362844201,555.9,8.9,437.9,Liquidado,588815,547,0
2589,22/08/2016,22/08/2016 23:51:00,63628445,6362844501,452,14,452,Liquidado,469797,438,0
2590,22/08/2016,22/08/2016 23:51:00,63628446,6362844601,226.8,6.9,226.8,Liquidado,504138,219.9,0
2591,22/08/2016,22/08/2016 23:51:00,63628448,6362844801,1209,10,1209,Liquidado,593576,1199,0
2592,22/08/2016,22/08/2016 23:51:00,63628449,6362844901,411.9,22,411.9,Liquidado,589114,389.9,0
2593,22/08/2016,22/08/2016 23:52:00,63628453,6362845301,0,0,6.2,Cancelado,492717,2.2,0
2594,22/08/2016,22/08/2016 23:52:00,63628454,6362845401,1717,19,1717,Aberto,381181,1698,0
2595,22/08/2016,22/08/2016 23:52:00,63628456,6362845601,130.9,19,130.9,Liquidado,316583,111.9,0
2596,22/08/2016,22/08/2016 23:52:00,63628458,6362845801,102.99,3.99,102.99,Liquidado,365217,99,0
2597,22/08/2016,22/08/2016 23:53:00,63628459,6362845901,1423.9,25.9,1423.9,Liquidado,588816,699,0
2598,22/08/2016,22/08/2016 23:53:00,63628463,6362846301,518.82,15,518.82,Aberto,489171,279.9,"27,990,000"
2599,22/08/2016,22/08/2016 23:54:00,63628465,6362846501,1471.9,12.9,1471.9,Liquidado,596251,1459,0
2600,22/08/2016,22/08/2016 23:54:00,63628469,6362846901,59.9,0,59.9,Liquidado,370769,59.9,0
2601,22/08/2016,22/08/2016 23:54:00,63628469,6362846902,506.8,27,506.8,Liquidado,361766,129.9,0
2602,22/08/2016,22/08/2016 23:54:00,63628469,6362846902,506.8,27,506.8,Liquidado,555902,349.9,0
2603,22/08/2016,22/08/2016 23:55:00,63628471,6362847101,899,0,899,Liquidado,595984,899,0
2604,22/08/2016,22/08/2016 23:55:00,63628472,6362847201,819.09,9.99,819.09,Aberto,595984,899,"89,900,000"
2605,22/08/2016,22/08/2016 23:55:00,63628473,6362847301,453.1,13,453.1,Liquidado,350591,489,"48,900,000"
2606,22/08/2016,22/08/2016 23:56:00,63628475,6362847501,72.9,7.9,72.9,Liquidado,588668,65,0
2607,22/08/2016,22/08/2016 23:56:00,63628477,6362847701,256.6,7.9,256.6,Aberto,519105,82.9,0
2608,22/08/2016,22/08/2016 23:56:00,63628478,6362847801,384.89,19.99,384.89,Liquidado,389011,364.9,0
2609,22/08/2016,22/08/2016 23:56:00,63628478,6362847802,84.7,12.9,84.7,Liquidado,33595,35.9,0
2610,22/08/2016,22/08/2016 23:56:00,63628479,6362847901,801.9,12.9,801.9,Liquidado,596335,789,0
2611,22/08/2016,22/08/2016 23:56:00,63628480,6362848001,736.81,25.9,736.81,Liquidado,588404,789.9,"78,990,000"
2612,22/08/2016,22/08/2016 23:56:00,63628481,6362848101,1838,39,1838,Liquidado,105893,1799,0
2613,22/08/2016,22/08/2016 23:56:00,63628482,6362848201,42.9,7,42.9,Liquidado,371763,35.9,0
2614,22/08/2016,22/08/2016 23:57:00,63628483,6362848301,101.9,22,101.9,Liquidado,484062,79.9,0
2615,22/08/2016,22/08/2016 23:57:00,63628484,6362848401,0,0,31.39,Cancelado,107337,9.8,0
2616,22/08/2016,22/08/2016 23:57:00,63628485,6362848501,2159.9,0,2159.9,Liquidado,586193,2159.9,0
2617,22/08/2016,22/08/2016 23:57:00,63628486,6362848601,457,28,457,Liquidado,423208,429,0
2618,22/08/2016,22/08/2016 23:58:00,63628487,6362848701,1309.9,10,1309.9,Liquidado,590295,1299.9,0
2619,22/08/2016,22/08/2016 23:58:00,63628488,6362848801,229.9,10,229.9,Liquidado,531783,219.9,0
2620,22/08/2016,22/08/2016 23:58:00,63628489,6362848901,2014.9,15.9,283.9,Liquidado,525622,1999,0
2621,22/08/2016,22/08/2016 23:58:00,63628489,6362848901,2014.9,15.9,1731,Liquidado,525622,1999,0
2622,22/08/2016,22/08/2016 23:58:00,63628490,6362849001,899,0,899,Liquidado,595984,899,0
2623,22/08/2016,22/08/2016 23:59:00,63628491,6362849101,515,16,515,Liquidado,590292,499,0
2624,22/08/2016,22/08/2016 23:59:00,63628494,6362849401,1218.89,19.99,1218.89,Liquidado,540653,1248.9,"50,000,000"
2625,22/08/2016,22/08/2016 23:59:00,63628497,6362849701,316.9,7.9,316.9,Aberto,292607,309,0
2626,22/08/2016,22/08/2016 23:59:00,63628498,6362849801,2359.1,19.98,2359.1,Aberto,590208,649.75,"64,970,000"
2627,23/08/2016,23/08/2016,11774103,1177410303,89.9,0,89.9,Aberto,410878,89.9,0
2628,23/08/2016,23/08/2016,22663008,2266300803,100.79,8.74,100.79,Liquidado,424749,18.41,0
2629,23/08/2016,23/08/2016,22673065,2267306502,93.37,14.37,93.37,Liquidado,507586,79,0
2630,23/08/2016,23/08/2016,22673576,2267357603,35.64,15.74,35.64,Liquidado,588913,19.9,0
2631,23/08/2016,23/08/2016,22675261,2267526102,304.22,28.91,304.22,Aberto,443505,275.31,0
2632,23/08/2016,23/08/2016,60708567,6070856704,131.18,5,131.18,Aberto,542862,126.18,0
2633,23/08/2016,23/08/2016,61754651,6175465102,427.02,46,427.02,Liquidado,555901,381.02,0
2634,23/08/2016,23/08/2016,62028629,6202862902,109.9,14.9,109.9,Aberto,537858,95,0
2635,23/08/2016,23/08/2016,62323244,6232324403,465.9,16.9,465.9,Liquidado,588898,449,0
2636,23/08/2016,23/08/2016,62492137,6249213702,75.9,10,75.9,Liquidado,34160,65.9,0
2637,23/08/2016,23/08/2016,62505785,6250578502,885.9,16.9,885.9,Liquidado,541448,869,0
2638,23/08/2016,23/08/2016,62547490,6254749002,1515.9,16.9,1515.9,Liquidado,592115,1499,0
2639,23/08/2016,23/08/2016,62582592,6258259202,885.9,16.9,885.9,Liquidado,541448,869,0
2640,23/08/2016,23/08/2016,62585871,6258587102,924,25,924,Liquidado,542572,899,0
2641,23/08/2016,23/08/2016,62613831,6261383103,4171.94,9.9,4171.94,Aberto,493937,4298,"135,960,000"
2642,23/08/2016,23/08/2016,62620517,6262051703,2637.9,9.9,2637.9,Aberto,419690,2628,0
2643,23/08/2016,23/08/2016,62675490,6267549002,394.91,7,394.91,Aberto,414889,399.9,"11,990,000"
2644,23/08/2016,23/08/2016,62706115,6270611502,745.84,38,745.84,Liquidado,352348,758,"50,160,000"
2645,23/08/2016,23/08/2016,62715213,6271521303,792.9,14.9,792.9,Aberto,425368,778,0
2646,23/08/2016,23/08/2016,62720668,6272066803,263.9,9,263.9,Aberto,581816,254.9,0
2647,23/08/2016,23/08/2016,62724014,6272401402,5520,21,5520,Aberto,587984,5499,0
2648,23/08/2016,23/08/2016,62728840,6272884003,229.01,39.01,229.01,Aberto,589523,190,0
2649,23/08/2016,23/08/2016,62792867,6279286702,68.9,9,68.9,Aberto,535886,59.9,0
2650,23/08/2016,23/08/2016,62863993,6286399303,64.8,4.9,64.8,Liquidado,549714,59.9,0
2651,23/08/2016,23/08/2016,62983800,6298380002,179.9,0,179.9,Aberto,582277,179.9,0
2652,23/08/2016,23/08/2016,62992561,6299256102,80.3,6,80.3,Aberto,497314,42.21,"5,060,000"
2653,23/08/2016,23/08/2016,63012161,6301216102,1473.9,24,1473.9,Aberto,593573,1449.9,0
2654,23/08/2016,23/08/2016,63028532,6302853202,77.99,11,77.99,Liquidado,537390,66.99,0
2655,23/08/2016,23/08/2016,63057639,6305763904,116.91,0,116.91,Aberto,593018,129.9,"12,990,000"
2656,23/08/2016,23/08/2016,63065616,6306561603,69.9,0,69.9,Liquidado,596381,23.3,0
2657,23/08/2016,23/08/2016,63070347,6307034703,335,9.9,335,Aberto,545162,359,"33,900,000"
2658,23/08/2016,23/08/2016,63072421,6307242102,2299,0,2299,Liquidado,530122,2299,0
2659,23/08/2016,23/08/2016,63086484,6308648402,4444.09,34.99,4444.09,Aberto,589775,4899,"489,900,000"
2660,23/08/2016,23/08/2016,63088594,6308859404,59.9,0,59.9,Aberto,589999,59.9,0
2661,23/08/2016,23/08/2016,63090272,6309027202,20.89,4.99,20.89,Liquidado,424749,15.9,0
2662,23/08/2016,23/08/2016,63102424,6310242404,43.89,0.99,43.89,Aberto,380732,42.9,0
2663,23/08/2016,23/08/2016,63103445,6310344505,449.9,0,449.9,Liquidado,350589,449.9,0
2664,23/08/2016,23/08/2016,63105164,6310516402,87.79,1.99,87.79,Aberto,380683,42.9,0
2665,23/08/2016,23/08/2016,63107646,6310764602,169,0,169,Aberto,504138,169,0
2666,23/08/2016,23/08/2016,63107941,6310794103,354.85,4.95,354.85,Aberto,413989,349.9,0
2667,23/08/2016,23/08/2016,63111993,6311199302,249,0,249,Aberto,415007,249,0
2668,23/08/2016,23/08/2016,63114741,6311474102,88.47,2.67,88.47,Liquidado,380683,42.9,0
2669,23/08/2016,23/08/2016,63119056,6311905602,249,0,249,Liquidado,415007,249,0
2670,23/08/2016,23/08/2016,63120266,6312026602,24.89,4.99,24.89,Liquidado,591003,6.63,0
2671,23/08/2016,23/08/2016,63120266,6312026602,24.89,4.99,24.89,Liquidado,591004,6.63,0
2672,23/08/2016,23/08/2016,63120266,6312026602,24.89,4.99,24.89,Liquidado,591007,6.64,0
2673,23/08/2016,23/08/2016,63121523,6312152303,249,0,249,Aberto,415007,249,0
2674,23/08/2016,23/08/2016,63127623,6312762303,29.9,0,29.9,Liquidado,596201,29.9,0
2675,23/08/2016,23/08/2016,63134718,6313471803,135.8,5.9,135.8,Aberto,459889,129.9,0
2676,23/08/2016,23/08/2016,63139103,6313910303,52.45,11,52.45,Liquidado,447321,9,0
2677,23/08/2016,23/08/2016,63139103,6313910303,52.45,11,52.45,Liquidado,447322,4.9,0
2678,23/08/2016,23/08/2016,63139103,6313910303,52.45,11,52.45,Liquidado,447335,1.98,0
2679,23/08/2016,23/08/2016,63139103,6313910303,52.45,11,52.45,Liquidado,447635,7.9,0
2680,23/08/2016,23/08/2016,63139103,6313910303,52.45,11,52.45,Liquidado,447638,7.9,0
2681,23/08/2016,23/08/2016,63139103,6313910303,52.45,11,52.45,Liquidado,447644,5.81,0
2682,23/08/2016,23/08/2016,63143232,6314323202,469.9,0,469.9,Liquidado,497316,469.9,0
2683,23/08/2016,23/08/2016,63145492,6314549202,70.5,1,70.5,Liquidado,519104,69.5,0
2684,23/08/2016,23/08/2016,63149240,6314924004,16.9,0,16.9,Aberto,443832,16.9,0
2685,23/08/2016,23/08/2016,63150206,6315020602,877.9,0,877.9,Aberto,395375,877.9,0
2686,23/08/2016,23/08/2016,63153483,6315348302,0,0,0,Cancelado,582371,249,"20,000,000"
2687,23/08/2016,23/08/2016,63159541,6315954102,86.46,0.66,86.46,Aberto,380679,42.9,0
2688,23/08/2016,23/08/2016,63165658,6316565802,749,0,749,Liquidado,594823,749,0
2689,23/08/2016,23/08/2016,63168338,6316833802,32.4,2.5,32.4,Liquidado,582249,29.9,0
2690,23/08/2016,23/08/2016,63173178,6317317802,4999.9,0,4999.9,Aberto,583144,4999.9,0
2691,23/08/2016,23/08/2016,63174806,6317480602,99.9,0,99.9,Aberto,596407,99.9,0
2692,23/08/2016,23/08/2016,63175735,6317573502,1049,0,1049,Aberto,592628,1099,"50,000,000"
2693,23/08/2016,23/08/2016,63184350,6318435005,59.9,0,59.9,Aberto,588216,59.9,0
2694,23/08/2016,23/08/2016,63185583,6318558304,349.9,0,349.9,Aberto,453568,349.9,0
2695,23/08/2016,23/08/2016,63186809,6318680902,109.9,0,109.9,Aberto,458352,109.9,0
2696,23/08/2016,23/08/2016,63191989,6319198903,799,0,799,Aberto,541448,799,0
2697,23/08/2016,23/08/2016,63207620,6320762002,349,0,349,Aberto,61721,349,0
2698,23/08/2016,23/08/2016,63208254,6320825403,1789.9,0,1789.9,Aberto,281565,1789.9,0
2699,23/08/2016,23/08/2016,63212438,6321243803,749,0,749,Aberto,594822,749,0
2700,23/08/2016,23/08/2016,63213649,6321364902,1399,0,1399,Aberto,593342,1399,0
2701,23/08/2016,23/08/2016,63216281,6321628104,1789.9,0,1789.9,Aberto,281565,1789.9,0
2702,23/08/2016,23/08/2016,63229327,6322932702,31.39,2.49,31.39,Aberto,333780,28.9,0
2703,23/08/2016,23/08/2016,63234495,6323449502,19.39,2.49,19.39,Aberto,443832,16.9,0
2704,23/08/2016,23/08/2016,63235224,6323522402,1439.09,89.99,1439.09,Aberto,590918,1499,"149,900,000"
2705,23/08/2016,23/08/2016,63243859,6324385902,89.9,0,89.9,Aberto,381501,89.9,0
2706,23/08/2016,23/08/2016,63260032,6326003202,135.8,5.9,135.8,Aberto,459889,129.9,0
2707,23/08/2016,23/08/2016,63261532,6326153202,169,0,169,Liquidado,596171,169,0
2708,23/08/2016,23/08/2016,63262166,6326216602,699,0,699,Aberto,596423,699,0
2709,23/08/2016,23/08/2016,63263103,6326310302,1099,0,1099,Aberto,592628,1099,0
2710,23/08/2016,23/08/2016,63265259,6326525902,1049.9,0,1049.9,Aberto,540653,1149.9,"100,000,000"
2711,23/08/2016,23/08/2016,63279087,6327908702,399,0,399,Aberto,506188,399,0
2712,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,405483,7.45,0
2713,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,479635,6.71,0
2714,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,479638,6.9,0
2715,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,479641,9.83,0
2716,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,479642,7.12,0
2717,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,500185,2.44,0
2718,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,501822,19.9,0
2719,23/08/2016,23/08/2016,63285285,6328528503,204.6,20,204.6,Liquidado,586088,15,0
2720,23/08/2016,23/08/2016,63285705,6328570502,169,0,169,Aberto,596171,169,0
2721,23/08/2016,23/08/2016,63289186,6328918602,62.9,0,62.9,Aberto,596350,62.9,0
2722,23/08/2016,23/08/2016,63301295,6330129502,31.89,2.99,31.89,Aberto,333780,28.9,0
2723,23/08/2016,23/08/2016,63311140,6331114002,849.9,0,849.9,Aberto,585855,849.9,0
2724,23/08/2016,23/08/2016,63319626,6331962603,71.9,17,71.9,Aberto,537390,54.9,0
2725,23/08/2016,23/08/2016,63322456,6332245602,140.27,7.92,140.27,Liquidado,386753,6.63,0
2726,23/08/2016,23/08/2016,63322456,6332245602,140.27,7.92,140.27,Liquidado,405480,9.98,0
2727,23/08/2016,23/08/2016,63322456,6332245602,140.27,7.92,140.27,Liquidado,492192,10.9,0
2728,23/08/2016,23/08/2016,63322456,6332245602,140.27,7.92,140.27,Liquidado,596201,29.9,0
2729,23/08/2016,23/08/2016,63322456,6332245603,49.9,0,49.9,Liquidado,255047,49.9,0
2730,23/08/2016,23/08/2016,63322806,6332280602,339,0,339,Aberto,589114,339,0
2731,23/08/2016,23/08/2016,63322855,6332285503,126.9,5,126.9,Aberto,480542,121.9,0
2732,23/08/2016,23/08/2016,63323681,6332368102,119.9,20,119.9,Aberto,591052,99.9,0
2733,23/08/2016,23/08/2016,63323776,6332377602,1309,10,1309,Aberto,532879,1299,0
2734,23/08/2016,23/08/2016,63324663,6332466302,59.9,0,59.9,Aberto,596349,59.9,0
2735,23/08/2016,23/08/2016,63331723,6333172305,0,0,0,Cancelado,541448,899,0
2736,23/08/2016,23/08/2016,63332519,6333251902,1886,37,1886,Aberto,543609,1849,0
2737,23/08/2016,23/08/2016,63335790,6333579002,1312.9,14.9,1312.9,Aberto,549595,649,0
2738,23/08/2016,23/08/2016,63336152,6333615202,89.5,4,89.5,Aberto,463337,89.99,"4,490,000"
2739,23/08/2016,23/08/2016,63337257,6333725702,1424,26,1424,Aberto,540644,1398,0
2740,23/08/2016,23/08/2016,63339000,6333900002,185.08,17,185.08,Aberto,215033,191,"22,920,000"
2741,23/08/2016,23/08/2016,63404636,6340463602,158.9,16,158.9,Aberto,492490,142.9,0
2742,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,424749,24,0
2743,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,447321,9,0
2744,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,447322,4.9,0
2745,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,480450,8.9,0
2746,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,480457,5.5,0
2747,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,583566,8.9,0
2748,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,593482,13.8,0
2749,23/08/2016,23/08/2016,63408665,6340866502,158.3,7.6,158.3,Liquidado,593485,13.8,0
2750,23/08/2016,23/08/2016,63410880,6341088002,1521,22,1521,Aberto,590918,1499,0
2751,23/08/2016,23/08/2016,63411787,6341178702,121,11,121,Aberto,114243,125,"15,000,000"
2752,23/08/2016,23/08/2016,63414028,6341402802,0,0,0,Cancelado,530123,2199,0
2753,23/08/2016,23/08/2016,63418132,6341813204,49.32,23,49.32,Aberto,549764,29.9,"3,580,000"
2754,23/08/2016,23/08/2016,63424891,6342489102,69.9,0,69.9,Aberto,596303,69.9,0
2755,23/08/2016,23/08/2016,63425873,6342587302,224.5,20.5,224.5,Aberto,525220,204,0
2756,23/08/2016,23/08/2016,63428395,6342839502,28,4,28,Aberto,443833,24,0
2757,23/08/2016,23/08/2016,63428749,6342874902,337.9,8,337.9,Aberto,540207,329.9,0
2758,23/08/2016,23/08/2016,63429119,6342911902,1009.9,19.9,1009.9,Aberto,351416,1100,"110,000,000"
2759,23/08/2016,23/08/2016,63436297,6343629702,847,19,847,Aberto,452710,828,0
2760,23/08/2016,23/08/2016,63437940,6343794002,460.9,61,460.9,Aberto,446895,399.9,0
2761,23/08/2016,23/08/2016,63439656,6343965602,145.9,6,145.9,Aberto,374849,139.9,0
2762,23/08/2016,23/08/2016,63441120,6344112002,105,6,105,Aberto,401960,99,0
2763,23/08/2016,23/08/2016,63441274,6344127402,2839.9,40,2839.9,Aberto,589720,2799.9,0
2764,23/08/2016,23/08/2016,63445200,6344520002,1819.1,20,1819.1,Liquidado,544204,1999,"199,900,000"
2765,23/08/2016,23/08/2016,63445738,6344573802,1503.99,24.99,1503.99,Aberto,593342,1479,0
2766,23/08/2016,23/08/2016,63446230,6344623002,2416,17,2416,Aberto,587107,2399,0
2767,23/08/2016,23/08/2016,63447147,6344714702,818.99,19.99,818.99,Aberto,589553,799,0
2768,23/08/2016,23/08/2016,63449681,6344968102,879.9,10.9,879.9,Aberto,594822,869,0
2769,23/08/2016,23/08/2016,63451008,6345100802,1360.9,61,1360.9,Aberto,25133,1299.9,0
2770,23/08/2016,23/08/2016,63454132,6345413202,1456.2,77,1456.2,Aberto,493921,1379.2,0
2771,23/08/2016,23/08/2016,63459591,6345959102,117,19,117,Liquidado,286476,98,0
2772,23/08/2016,23/08/2016,63465393,6346539303,230.9,11,230.9,Aberto,439512,219.9,0
2773,23/08/2016,23/08/2016,63465658,6346565802,3033.99,34.99,3033.99,Aberto,582347,2999,0
2774,23/08/2016,23/08/2016,63468067,6346806702,97.6,7.9,97.6,Aberto,507573,29.9,0
2775,23/08/2016,23/08/2016,63468275,6346827502,910.9,11.9,910.9,Aberto,596872,899,0
2776,23/08/2016,23/08/2016,63469108,6346910802,784.9,15.9,784.9,Aberto,596423,769,0
2777,23/08/2016,23/08/2016,63472258,6347225802,775,76,775,Aberto,541540,699,0
2778,23/08/2016,23/08/2016,63472829,6347282902,133.9,4,133.9,Aberto,592056,129.9,0
2779,23/08/2016,23/08/2016,63473188,6347318802,1278.99,29.99,1278.99,Aberto,591648,1249,0
2780,23/08/2016,23/08/2016,63475546,6347554602,615,6,615,Aberto,365267,609,0
2781,23/08/2016,23/08/2016,63475744,6347574402,284.91,15,284.91,Aberto,505920,299.9,"29,990,000"
2782,23/08/2016,23/08/2016,63482650,6348265002,197.9,8,197.9,Aberto,492488,189.9,0
2783,23/08/2016,23/08/2016,63486551,6348655102,149.9,0,149.9,Aberto,596285,149.9,0
2784,23/08/2016,23/08/2016,63490133,6349013302,628,0,628,Aberto,589070,628,0
2785,23/08/2016,23/08/2016,63491738,6349173802,882.99,5.99,882.99,Aberto,548925,877,0
